song_id,canonical_title,artist_project,classification,alt_titles,writers,rights_confidence,stage,key,bpm,potential,readiness,confidence,lyric_status,audio_status,theme,hook,sources,soundcloud,best_source,next_action,open_questions,notes
JS-0002,Going To New Mexico,Jeff Story,original,,Jeff Story,high,demo/mix,C,,,,low,not read,metadata only,,,"Let's Go To New Mexico on song list; Going To New Mexico v1.4 (2023) + v1.5 (2024-09) wav; Voice Memos: 4 recordings (2022-11-11..2023-01-29) — in Voice Memo Intake on Jeff's Mac; TBD Group folder (Drive, Jul 2024): Going To New Mexico demo.mp3 — Jeff's own ""next up?"" demo compilation; twin of the private SoundCloud ""tbd"" playlist",,,,,Two mix versions = active. Listen next session. VOICE MEMOS: 4 matched (2022-11-11 to 2023-01-29).
JS-0003,Less Miserable,Jeff Story,original,,Jeff Story,high,demo/mix,C,,,,low,not read,metadata only,,,"song list; v1.0.mp3 (2022); Less Miserable v1.1.logicx; Voice Memos: 1 recordings (2022-01-08..2022-01-08) — in Voice Memo Intake on Jeff's Mac; TBD Group folder (Drive, Jul 2024): Less Miserable demo.mp3 — Jeff's own ""next up?"" demo compilation; twin of the private SoundCloud ""tbd"" playlist",,,,, VOICE MEMOS: 1 matched (2022-01-08 to 2022-01-08).
JS-0004,Thanksgiving,Jeff Story,original,,Jeff Story,high,demo/mix,C,,,,low,not read,metadata only,,,"song list; Thanksgiving v1.4.wav (2022); Voice Memos: 6 recordings (2022-11-23..2023-11-03) — in Voice Memo Intake on Jeff's Mac; TBD Group folder (Drive, Jul 2024): Thanksgiving demo.mp3 — Jeff's own ""next up?"" demo compilation; twin of the private SoundCloud ""tbd"" playlist",,,,, VOICE MEMOS: 6 matched (2022-11-23 to 2023-11-03).
JS-0005,The Leaves Are Weak,Jeff Story,original,,Jeff Story,high,demo/mix,,,48,,medium,full text read,metadata only,Conformity-vs-free-will via falling leaves,"""The leaves are falling without thought""",NEW SONGS 2024 doc+demo; v1.0.wav (2023); song list; Voice Memos: 4 recordings (2023-05-30..2025-04-23) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 48: uniformly abstract, no concrete human anywhere; reads AI-polished — confirm provenance. VOICE MEMOS: 4 matched (2023-05-30 to 2025-04-23)."
JS-0006,A Better Way,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,low,not read,metadata only,,,song list; A Better Way v1.0 wav (2023-09) + mp3 (2024-01); Voice Memos: 4 recordings (2023-09-26..2024-02-02) — in Voice Memo Intake on Jeff's Mac,,,,, VOICE MEMOS: 4 matched (2023-09-26 to 2024-02-02).
JS-0007,31 Timberview,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,low,not read,metadata only,,,"song list (""31 Timberview""); 31 Timber View Ln v1.0 wav+mp3 (2023-11); Voice Memos: 3 recordings (2024-07-26..2025-05-23) — in Voice Memo Intake on Jeff's Mac",,,,, VOICE MEMOS: 3 matched (2024-07-26 to 2025-05-23).
JS-0008,Better Together,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,low,not read,metadata only,,,Better Together v1.1.wav (2024-09),,,,,No lyric doc located.
JS-0009,Oui C'est Fou,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,low,not read,metadata only,,,"Prime Outline ""in development""; Oui C'est Fou (Lyric Video).mp4 (2025-07); 99/90 Percent + Oui C'est Fou mixes folder; Voice Memos: 1 recordings (2025-01-24..2025-01-24) — in Voice Memo Intake on Jeff's Mac",,,,,Has a finished LYRIC VIDEO — that's promotion-level effort. Priority look. VOICE MEMOS: 1 matched (2025-01-24 to 2025-01-24).
JS-0010,90% / 99 Percent,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,insufficient evidence,not found,metadata only,,,"Prime Outline ""in development"" (""90%""); 99/90 Percent mixes folder",,,,,
JS-0011,August Heated Nights,Jeff Story,original,,Jeff Story,high,demo/mix,,,52,,medium,full text read,metadata only,Ballad of pirate Black Sam Bellamy,"""We scorn to do mischief, but we must fight""",NEW SONGS 2024 doc (2024-04) + demo; song list; Voice Memos: 1 recordings (2022-08-06..2022-08-06) — in Voice Memo Intake on Jeff's Mac,,,,,POTENTIAL 52: title unrelated to lyric; CREDIT FLAG: bridge paraphrases Bellamy's real recorded speech; reads AI-assisted — confirm provenance with Jeff. VOICE MEMOS: 1 matched (2022-08-06 to 2022-08-06).
JS-0012,Don't Look Bach,Jeff Story,original,,Jeff Story,high,demo/mix,,,60,,medium,full text read,metadata only,"Corporate music industry vs artistic purity, Bach-pun conceit","""Johann, in your grave, do you toss and turn?""","NEW SONGS 2024 doc + v1.3.wav; song list (""Don't look bach""); Voice Memos: 1 recordings (2023-11-23..2023-11-23) — in Voice Memo Intake on Jeff's Mac",,,,,Pun title. v1.3 wav = multiple passes. POTENTIAL 60: fun live pun; cliché cluster + typos. VOICE MEMOS: 1 matched (2023-11-23 to 2023-11-23).
JS-0013,I Fall Down,Jeff Story,original,,Jeff Story,high,demo/mix,,,72,,medium,full text read,metadata only,"Bender/relapse romp, Alice-in-Wonderland framing","""Down down down down... down the rabbit hole again"" (stuttered singalong)",NEW SONGS 2024: I Fall Down Lyrics (2022) + m4a; Voice Memos: 2 recordings (2022-08-16..2022-10-19) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 72: fun hook, jump-blues chords documented (F Bb7 C7 F) — the only chord info in the whole NEW SONGS batch. VOICE MEMOS: 2 matched (2022-08-16 to 2022-10-19)."
JS-0014,Justify,Jeff Story,original,,Jeff Story,high,demo/mix,,,58,,medium,full text read,metadata only,Political-economic doom protest,"""Our future scares the shit outta me""",NEW SONGS 2024 doc (2023) + m4a; Voice Memos: 1 recordings (2022-01-08..2022-01-08) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 58 (provisional, bridge TBD). CREDIT FLAG: quotes Emerson's ""Boston"" verbatim (""For what avail the plough or sail..."") — needs attribution if released. VOICE MEMOS: 1 matched (2022-01-08 to 2022-01-08)."
JS-0015,Minor Lessons,Jeff Story,original,,Jeff Story,high,demo/mix,,,68,,medium,full text read,metadata only,"Roman-plebs-as-modern-populism concept song, ends in Latin","""We're all guilty in our thinking / That the other side is drinking / Their establishment's punch""",NEW SONGS 2024 doc (2022) + Minor Lessons v2.m4a; Voice Memos: 2 recordings (2020-05-11..2021-01-20) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 68: most ambitious writing in the batch; Les Mis-adjacent mutating chorus; ""Accountability in Dallas"" rhyme-grab to fix. VOICE MEMOS: 2 matched (2020-05-11 to 2021-01-20)."
JS-0016,Prevent The Fall,Jeff Story,original,,Jeff Story,high,demo/mix,,,60,,medium,full text read,metadata only,Depression recovery credited to a partner,"""Depression my proverbial noose""","NEW SONGS 2024 doc (2023) + ""Prevent the fall 3.m4a""; Voice Memos: 4 recordings (2021-04-23..2021-07-22) — in Voice Memo Intake on Jeff's Mac; TBD Group folder (Drive, Jul 2024): Prevent the fall demo.mp3 — Jeff's own ""next up?"" demo compilation; twin of the private SoundCloud ""tbd"" playlist",,,,,POTENTIAL 60: mantra chorus hypnotic-or-monotonous depending on riff; V3 sermonizes. VOICE MEMOS: 4 matched (2021-04-23 to 2021-07-22).
JS-0017,Starlight,Jeff Story,original,,Jeff Story,high,demo/mix,,,52,,medium,full text read,metadata only,"Devotional love song, night-sky frame","""Time flies by when you're awake""","NEW SONGS 2024 doc (2022) + ""Starlight vocals 2.m4a""; Voice Memos: 7 recordings (2021-09-22..2022-07-02) — in Voice Memo Intake on Jeff's Mac",,,,,"Not the Taylor Swift song (that would be in Trailer Swift folders) — verify. POTENTIAL 52: pleasant, rhyme-by-numbers. VOICE MEMOS: 7 matched (2021-09-22 to 2022-07-02)."
JS-0018,Synonyms For Stubborn,Jeff Story,original,,Jeff Story,high,demo/mix,,,75,,medium,full text read,metadata only,"Regret over a burned relationship, cycled through literal thesaurus words","""What binds us, divides us"" + the V3 turn from stubborn to ""A loser for all my life""",NEW SONGS 2024 doc (2022) + v1.1.wav; Voice Memos: 1 recordings (2020-10-23..2020-10-23) — in Voice Memo Intake on Jeff's Mac,,,,,Great title. POTENTIAL 75: cleverest structural idea in the batch; V3 redeems the gimmick. VOICE MEMOS: 1 matched (2020-10-23 to 2020-10-23).
JS-0019,Taking Flight,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,low,not read,metadata only,,,"NEW SONGS 2024 ""Taking Flight 5-2-24 2.m4a"" (no doc); Voice Memos: 9 recordings (2024-03-29..2024-06-21) — in Voice Memo Intake on Jeff's Mac",,,,, VOICE MEMOS: 9 matched (2024-03-29 to 2024-06-21).
JS-0020,The Catalyst,Jeff Story,original,,Jeff Story,high,demo/mix,,,54,,medium,full text read,metadata only,Populist unity anthem,"""Our leaders are the ones who should live in fear""",NEW SONGS 2024 doc (2023) + m4a; Voice Memos: 1 recordings (2020-08-01..2020-08-01) — in Voice Memo Intake on Jeff's Mac,,,,,"Verify not the Linkin Park song. POTENTIAL 54: polysyllabic chorus fights the melody; ""tarriance"" is a dictionary reach. VOICE MEMOS: 1 matched (2020-08-01 to 2020-08-01)."
JS-0021,Why Do I...,Jeff Story,original,,Jeff Story,high,demo/mix,,,77,,medium,full text read,metadata only,Suicidal ideation despite a good life — stark and unadorned,"""Why do I wanna die? / I have such a great life"" — brutal because it's unpoetic",NEW SONGS 2024 doc (2024-01) + m4a; Voice Memos: 2 recordings (2023-01-11..2023-01-11) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 77: truth 20 (max), hook 18; ★★★★ from lyric-editor pass. With Manic!! and Why Do I..., there is a devastating mental-health song cluster in NEW SONGS 2024. Companion: What To Do, Long Long Drive. VOICE MEMOS: 2 matched (2023-01-11 to 2023-01-11)."
JS-0022,You Complete Me,Jeff Story,original,,Jeff Story,high,demo/mix,,,52,,medium,full text read,metadata only,Long-distance love / airport goodbye,"""Feels like 10,000 days since you went away""",NEW SONGS 2024 doc (2021) + You Complete Me v1.0_1.wav; Voice Memos: 5 recordings (2021-04-06..2025-05-23) — in Voice Memo Intake on Jeff's Mac,,,,,"POTENTIAL 52: Jerry Maguire catchphrase hook — sweet, well-trodden. VOICE MEMOS: 5 matched (2021-04-06 to 2025-05-23)."
JS-0023,Unjustified,Jeff Story,original,,Jeff Story,high,demo/mix,,,,,insufficient evidence,not found,metadata only,,,"NEW SONGS 2024 ""unjustified v1.3 drums.wav""; Voice Memos: 1 recordings (2020-06-13..2020-06-13) — in Voice Memo Intake on Jeff's Mac",,,,,"Related to ""Justify""? Same song? Flag for review. VOICE MEMOS: 1 matched (2020-06-13 to 2020-06-13)."
JS-0047,A Simpler Life,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,55,,medium,full text read,metadata only,Pastoral escape dream,"""A simpler life for you and me""",MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2020-10-16..2020-10-16) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2020-10-16 to 2020-10-16). ARCHIVE: 55. NOTE THE GARDEN MOTIF: ""fresh garden"" here, ""under the garden"" in Long Long Drive AND Life at the Bottom, ""painting in the garden"" in Our Last Night — a recurring Jeff image = candidate album/EP concept thread."
JS-0048,Blindfolds,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,62,,medium,full text read,metadata only,Keeping-up-with-the-neighbors consumerism satire (2016),"""Their blindfolds are better than ours""",MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2022-03-30..2022-03-30) — in Voice Memo Intake on Jeff's Mac,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2022-03-30 to 2022-03-30). ARCHIVE: 62 — the hook line is genuinely good; verses need tightening.
JS-0049,Bottom Of My Heart,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,56,,medium,full text read,metadata only,Groveling win-back apology,"""you and I are meant to be Sublime""",MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2020-10-22..2020-10-22) — in Voice Memo Intake on Jeff's Mac,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2020-10-22 to 2020-10-22). ARCHIVE: 56 — the Sublime pun is the personality moment.
JS-0050,Drums of War,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,52,,medium,full text read,metadata only,Anti-apathy war warning (2015),"""Apathy makes enemies""",MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 52. NOTE: closing lines borrow the famous Dante-paraphrase (""hottest places in hell..."") — attribution-safe (common paraphrase) but flag."
JS-0051,Get Outta The City,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,45,,medium,full text read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: fragment, 45."
JS-0052,Go My Way,Jeff Story,draft/ancestor of Our Last Night (Moonlight Pride),,Jeff Story,high,lyric only (deep archive),,,,,low,not read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. Shares verse text with Our Last Night — same song family, earlier draft."
JS-0053,Heart Racing,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,60,,medium,full text read,metadata only,"Panic/crisis from the inside — ""mental jail""","""I just can't handle mental jail""",MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 60 — max honesty, minimal craft polish; part of the crisis cluster (What To Do, Why Do I..., Manic). Handle with care and Jeff's lead."
JS-0054,Hey There,Jeff Story,"adaptation/parody — ""Hey There Delilah"" (Plain White T's) with rewritten Andrea lyric",,(original artist),cover/adaptation — excluded from originals; no external upload,lyric only (deep archive),,,,,low,full text read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. RECLASSIFIED: full text = Hey There Delilah melody/structure with Andrea substituted. NOT an original; never rank, never upload. ""Hey There Andrea v.1.0.logicx"" (2022) is the recording of this."
JS-0055,Independence Day,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,50,,medium,full text read,metadata only,Lockdown-era freedom protest,,MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2021-01-22..2021-01-22) — in Voice Memo Intake on Jeff's Mac,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2021-01-22 to 2021-01-22). ARCHIVE: 50 — of-its-moment.
JS-0056,Insane,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,30,,medium,full text read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 2-line phone-typo fragment, 30."
JS-0057,Life In America 2018,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,58,,medium,full text read,metadata only,State-of-the-nation lament with a family frame,"""This is life in America... where sanity is no longer found""",MUSIC/Lyrics (2020) folder,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 58 — Mommy/Daddy verses are the distinctive part.
JS-0058,Mayhem,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,42,,medium,full text read,metadata only,"Comedy dog elegy (craigslist pup named Mayhem, a.k.a. Dump Truck)",,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: fragment, 42 — pure charm, no structure yet."
JS-0059,Misery,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,79,,medium,full text read,metadata only,"His wife watching his depression, 18 years in — sung from awareness of what it costs her","""She's gettin' real tired of my misery / I'm only half of what I used to be""",MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2019-10-12..2019-10-12) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2019-10-12 to 2019-10-12). ARCHIVE STANDOUT (2019): hook 17, lyric 15 (""wanna-be rockstar in BIG D""), truth 19 (the empathy flip — her fatigue, not just his pain — is rare in this catalog), structure 12 (solo+bridge complete), identity 9, replay 7 = 79. TOP-6 SONG, previously invisible. On the UnRecorded list too."
JS-0060,My Muse Abuse,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,45,,medium,full text read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: fragment, 45; rabbit-hole image links to I Fall Down."
JS-0061,Old You,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,70,,medium,full text read,metadata only,Wanting the person someone used to be — long-marriage erosion,"""I want the you I used to know / just look at the bright north star above""",MUSIC/Lyrics (2020) folder; Voice Memos: 6 recordings (2021-02-27..2023-06-14) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 6 matched (2021-02-27 to 2023-06-14). ARCHIVE: 70 — real ache, ""drove to Maine"" specificity; bridge darkens honestly. Logic project v3.2 exists (2022)."
JS-0062,Our Last Night (Moonlight Pride),Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,64,,medium,full text read,metadata only,"A relationship's last night, mental illness in the room","""It's not right / this will be known as our last night""",MUSIC/Lyrics (2020) folder; Voice Memos: 2 recordings (2021-02-06..2021-03-08) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 2 matched (2021-02-06 to 2021-03-08). ARCHIVE: 64. SAME SONG FAMILY as ""Go my way"" (shares the ""went my way / normal brain"" verse) — treat Go my way as an ancestor draft, one entity."
JS-0063,Over 40,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,60,,medium,full text read,metadata only,"Comedy narrative: over-40 guy, age-gap misadventure, jail-twist ending","""God it sucks being over 40""",MUSIC/Lyrics (2020) folder,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 60 AS COMEDY — complete story arc with punchline; a live crowd-pleaser for the right room. Content is bawdy; fine for bars.
JS-0064,Resist,Jeff Story,original,Resist?; Resist Lyrics,Jeff Story,high,lyric only (deep archive),,,52,,medium,full text read,metadata only,,,MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2020-05-26..2020-05-26) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2020-05-26 to 2020-05-26). Two doc versions (2020, 2021) = one song; checklist-protest structure; datedness is the risk. 52."
JS-0065,Talk To Me,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,58,,medium,full text read,metadata only,"Lost-muse plea, half-comic","""I lost my muse... that's the worst thing to lose""",MUSIC/Lyrics (2020) folder; Voice Memos: 1 recordings (2021-02-07..2021-02-07) — in Voice Memo Intake on Jeff's Mac,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 1 matched (2021-02-07 to 2021-02-07). ARCHIVE: 58.
JS-0066,The World's Gonna End,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,55,,medium,full text read,metadata only,Apocalypse singalong satire (2012),"""The world's gonna end (somebody stop it)""",MUSIC/Lyrics (2020) folder,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 55 — call-and-response structure is stage-ready; topical references date it.
JS-0067,Unity,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,48,,medium,full text read,metadata only,Teenage unity protest (2010),,MUSIC/Lyrics (2020) folder,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. ARCHIVE: 48 — period piece; ""1,2,3 GO"" is fun."
JS-0068,Unknown Song,Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,38,,medium,full text read,metadata only,,,MUSIC/Lyrics (2020) folder; Voice Memos: 3 recordings (2019-10-12..2022-02-19) — in Voice Memo Intake on Jeff's Mac,,,,,"Deep-archive lyric doc; unread. Batch-read in a later session. VOICE MEMOS: 3 matched (2019-10-12 to 2022-02-19). ARCHIVE: 8-line fragment, 38."
JS-0069,Room At The Top,Jeff Story,"cover chart — Tom Petty ""Room at the Top""",,(original artist),cover/adaptation — excluded from originals; no external upload,lyric only (deep archive),,,,,low,full text read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,Deep-archive lyric doc; unread. Batch-read in a later session. RECLASSIFIED: doc is a chord chart of the Petty song.
JS-0070,Andrea (lyric rev 2023),Jeff Story,original,,Jeff Story,high,lyric only (deep archive),,,,,low,not read,metadata only,,,MUSIC/Lyrics (2020) folder,,,,,Deep-archive lyric doc; unread. Batch-read in a later session.
ST-0101,Jettison,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0102,This Can't Be,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album); Voice Memos: 3 recordings (2023-08-18..2023-09-01) — in Voice Memo Intake on Jeff's Mac,,,,,Finished 2010 recording exists. VOICE MEMOS: 3 matched (2023-08-18 to 2023-09-01).
ST-0103,My Mom Says We're Cool,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0104,I'm A Loser,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0105,A New Girlfriend,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0106,Untrue,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0107,The Sky Is Blue,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,Finished 2010 recording exists.
ST-0108,Over 18,Stalemate,original,,Jeff Story,high,released 2010,,,,,medium,not read,metadata only,,,My Mom Says We're Cool (2010 album),,,,,"Finished 2010 recording exists. ""Over 18"" is DISTINCT from ""It's Only Been 18""."
ST-0110,Andrea,Stalemate,original,,Jeff Story,high,released 2010 + 2023 remaster + 2023 re-arrangement,,,73,,medium,full text read,metadata only,Elegy for a woman lost to addiction — beach romance turns overdose narrative,"""Andrea don't go away"" / ""(I know I'll be with you one day)""",My Mom Says We're Cool track 03 (2010); 2020-Lyrics/Andrea doc (rev 2023-11); Voice Memos: 1 recordings (2020-09-28..2020-09-28) — in Voice Memo Intake on Jeff's Mac,,,,,"Jeff revised this lyric 13 years after release — something pulled him back. Hidden-gem queue. POTENTIAL 73: strongest narrative arc in the catalog (truth 18, structure 12); V1 meet-cute (""offer you a brew"") needs a rewrite to match the weight of V3. Two ""Verse 2"" labels in doc. VOICE MEMOS: 1 matched (2020-09-28 to 2020-09-28). Andrea revival found: Stalemate - Andrea v1.2.logicx + v1.3.wav (Jul 2023), ""Ne Andrea""/""Hey There Andrea"" projects, 2023 remaster of the 2010 track. ALSO: Dustin Duffy holds an ""andrea lyrics"" doc — SAME song, same words/chords (his copy or old co-write? ask casually)."
SD-0001,I Hate This Part,Something Dirty,original,,Jeff Story,high,varies,,,,,low,not read,metadata only,,,"2011 EP track 01 (""I Hate The Part""); SoundCloud 2012 (430 plays); SD setlist 5-13-23; Voice Memos: 3 recordings (2021-10-27..2023-03-24) — in Voice Memo Intake on Jeff's Mac",,,,,Title matches a Pussycat Dolls song but this is the 2011 SD original — verified distinct by era; lyric unverified. VOICE MEMOS: 3 matched (2021-10-27 to 2023-03-24).
SD-0002,I'm OK,Something Dirty,original,,Jeff Story,high,varies,,,,,low,not read,metadata only,,,2011 EP track 02,,,,,
SD-0003,Love In A Pill,Something Dirty,original,,Jeff Story,high,varies,,,,,low,not read,metadata only,,,2011 EP track 03,,,,,
SD-0004,Velvet Roses,Something Dirty,original,,Jeff Story,high,varies,G,,,,low,not read,metadata only,,,2011 EP track 04; SD setlist 5-13-23; Voice Memos: 2 recordings (2022-03-30..2023-04-07) — in Voice Memo Intake on Jeff's Mac,,,,, VOICE MEMOS: 2 matched (2022-03-30 to 2023-04-07).
SD-0005,Day In The Life,Something Dirty,original,,Jeff Story,high,varies,,,,,low,not read,metadata only,,,2011 EP track 05; SoundCloud 2012 (476 plays — 2nd highest all-time); Voice Memos: 1 recordings (2022-03-30..2022-03-30) — in Voice Memo Intake on Jeff's Mac,,,,,Beatles-title ambiguity: probably an original sharing the title; VERIFY lyric before ranking. 476 plays = his most-heard band recording. VOICE MEMOS: 1 matched (2022-03-30 to 2022-03-30).
SD-0006,Going To Cali,Something Dirty,original,,Jeff Story,high,varies,B,,68,,medium,full text read,metadata only,Escape-the-city road anthem (Something Dirty core song),"""A SigAlert / What the fuck does that mean?""",2020-Lyrics doc (2019); Going to Cali v1.0.logicx x2 (2022+2023); SD - Going to Cali v3.0.logicx; SD setlist; Voice Memos: 4 recordings (2022-03-30..2023-04-07) — in Voice Memo Intake on Jeff's Mac,,,,,THREE Logic projects = the most-arranged unreleased song in the vault. Priority listen. POTENTIAL 68: the SigAlert joke is great; solid chorus; outro chant closer. Combined with THREE Logic projects = readiness is real. (Scored under SD-0006 too.) Lyric read 2026-08-18: solid chorus + great ironic joke; 3 Logic projects; top SD revival candidate. VOICE MEMOS: 4 matched (2022-03-30 to 2023-04-07).
SD-0007,Cigarettes In A,Something Dirty,original,,Jeff Story,high,varies,A,,,,low,not read,metadata only,,,SD - Cigerettes in A v6.9.logicx (2023) — note v6.9!; SD setlist 5-13-23 *; Voice Memos: 1 recordings (2023-03-24..2023-03-24) — in Voice Memo Intake on Jeff's Mac,,,,,v6.9 = ~7 project revisions. Someone loves this song. No lyric doc found. VOICE MEMOS: 1 matched (2023-03-24 to 2023-03-24).
SD-0008,Bad Idea,Something Dirty,original,,Jeff Story,high,varies,Em,,,,low,not read,metadata only,,,SD setlist 5-13-23 *; Voice Memos: 2 recordings (2023-03-22..2023-03-24) — in Voice Memo Intake on Jeff's Mac,,,,, VOICE MEMOS: 2 matched (2023-03-22 to 2023-03-24).
SD-0009,Dr Pepper,Something Dirty,original,,Jeff Story,high,varies,,,,,low,not read,metadata only,,,SD setlist 5-13-23 *; Voice Memos: 1 recordings (2023-04-07..2023-04-07) — in Voice Memo Intake on Jeff's Mac,,,,, VOICE MEMOS: 1 matched (2023-04-07 to 2023-04-07).
SD-0010,Disconnect,Something Dirty,original,,Jeff Story,high,varies,C,,,,low,not read,metadata only,,,SD setlist 5-13-23 *; Voice Memos: 2 recordings (2023-03-22..2023-03-24) — in Voice Memo Intake on Jeff's Mac,,,,, VOICE MEMOS: 2 matched (2023-03-22 to 2023-03-24).
SD-0011,Our Life,Something Dirty,original,,Jeff Story,high,varies,,,55,,medium,full text read,metadata only,,,SD folder lyric doc (2014); Voice Memos: 1 recordings (2022-09-27..2022-09-27) — in Voice Memo Intake on Jeff's Mac,,,,," Through-composed, no chorus; death stanzas have real weight. ANCESTOR DOC of Candy Lane/Candi Lane — the lineage source. VOICE MEMOS: 1 matched (2022-09-27 to 2022-09-27)."
UNK-0001,Deadweight,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,170,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
